Index,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,Helper Col : Max_power,Max_power helper (Median)
7559,2019 Hyundai i20 1.2 Asta,₹ 7.50 Lakh,Mar 2019,1197 cc,Third Party insurance,Manual,"36,543 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Pune,83,
7560,2022 Hyundai i20 Asta Opt,₹ 9.30 Lakh,Jun 2022,1197 cc,Comprehensive,Manual,"15,000 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Pune,80,
7561,2011 Skoda Superb Elegance 1.8 TSI,₹ 4.50 Lakh,Dec 2012,1798 cc,Comprehensive,Manual,"58,000 Kms",Second Owner,Petrol,157.75bhp,5,13.7 kmpl,Sedan,Pune,75,
7562,2010 Ford Endeavour 3.0L 4X4 AT,₹ 4.50 Lakh,Dec 2011,2953 cc,Comprehensive,Automatic,"82,000 Kms",Second Owner,Diesel,153.86bhp,7,11.4 kmpl,SUV,Pune,86,
7563,2008 Honda CR-V 2.4 MT,₹ 2.99 Lakh,Dec 2008,2354 cc,Comprehensive,Manual,"1,19,000 Kms",Second Owner,Petrol,152 PS,5,10.8 kmpl,SUV,Pune,0,
7564,2014 Ford Ecosport 1.5 Ti VCT MT Trend,₹ 4.40 Lakh,Dec 2014,1499 cc,Comprehensive,Manual,"58,000 Kms",First Owner,Petrol,110bhp,5,15.8 kmpl,SUV,Pune,0,
7565,2015 Volkswagen Polo 1.2 MPI Comfortline,₹ 5.15 Lakh,Jul 2015,1199 cc,Third Party insurance,Manual,"51,700 Kms",First Owner,Petrol,74bhp,5,16.2 kmpl,Hatchback,Pune,0,
7566,2022 Volkswagen Virtus GT Plus DSG BSVI,₹ 19.75 Lakh,,1498 cc,Third Party insurance,Automatic,"6,000 Kms",,Petrol,147.51bhp,5,18.67 kmpl,Sedan,Pune,51,
7567,2017 Skoda Rapid 1.6 MPI Ambition BSIV,₹ 7.50 Lakh,Jun 2017,1598 cc,Comprehensive,Manual,"63,700 Kms",First Owner,Petrol,103.2bhp,5,15.41 kmpl,Sedan,Pune,20,
7568,2014 Maruti Wagon R VXI Plus Optional,₹ 3.50 Lakh,Jun 2014,998 cc,Comprehensive,Manual,"55,000 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Pune,4,
7569,2017 Maruti Ciaz VXi Plus,₹ 6.20 Lakh,Jan 2017,1373 cc,Comprehensive,Manual,"65,200 Kms",First Owner,Petrol,91.1bhp,5,20.73 kmpl,Sedan,Pune,10,
7570,2010 Skoda Superb Elegance 2.0 TDI CR AT,₹ 4 Lakh,Aug 2010,1968 cc,Comprehensive,Automatic,"1,01,000 Kms",First Owner,Diesel,138.1bhp,5,17.2 kmpl,Sedan,Pune,10,
7571,2008 Toyota Corolla Altis 1.8 VL AT,₹ 2.50 Lakh,Oct 2008,1794 cc,Comprehensive,Automatic,"1,13,000 Kms",Third Owner,Petrol,138.1bhp,5,14.53 kmpl,Sedan,Pune,10,
7572,2010 Ford Endeavour 3.0L 4X4 AT,₹ 4.70 Lakh,Aug 2010,2953 cc,Comprehensive,Automatic,"82,000 Kms",Second Owner,Diesel,153.86bhp,7,11.4 kmpl,SUV,Pune,86,
7573,2008 Honda CR-V 2.0L 2WD MT,₹ 3 Lakh,Nov 2008,1997 cc,Comprehensive,Manual,"1,19,000 Kms",Second Owner,Petrol,141.1bhp,5,13.1 kmpl,SUV,Pune,10,
7574,2011 Nissan Micra XL Primo,₹ 2 Lakh,Jun 2011,1198 cc,Comprehensive,Manual,"58,000 Kms",First Owner,Petrol,75bhp,5,18.06 kmpl,Hatchback,Pune,0,
7575,2009 Maruti Wagon R LXI,₹ 1.59 Lakh,Jul 2009,998 cc,Third Party,Manual,"71,000 Kms",First Owner,Petrol,67.1bhp,5,18.9 kmpl,Hatchback,Pune,10,
7576,2023 Tata Harrier XT,₹ 18.50 Lakh,Jan 2023,1956 cc,Comprehensive,Manual,"15,000 Kms",First Owner,Diesel,167.67bhp,5,16.35 kmpl,SUV,Pune,67,
7577,2017 Honda City i VTEC SV,₹ 6.50 Lakh,Jun 2017,1497 cc,Third Party insurance,Manual,"69,000 Kms",Second Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Pune,30,
7578,2012 Ford Figo Diesel ZXI,₹ 3.25 Lakh,Jun 2012,1399 cc,Comprehensive,Manual,"54,000 Kms",First Owner,Diesel,68.05bhp,5,20 kmpl,Hatchback,Pune,5,
7579,2014 Maruti Swift Dzire VDI,₹ 5.90 Lakh,Oct 2014,1248 cc,Third Party insurance,Manual,"45,000 Kms",First Owner,Diesel,74bhp,5,23.4 kmpl,Sedan,Pune,0,
7580,2013 Volkswagen Polo GT TDI,₹ 5.99 Lakh,Jan 2014,1598 cc,Comprehensive,Manual,"57,000 Kms",First Owner,Diesel,103.6bhp,5,15.11 kmpl,Hatchback,Pune,60,
7581,2016 Hyundai i20 Active SX Petrol,₹ 6.50 Lakh,Oct 2016,1197 cc,Comprehensive,Manual,"11,000 Kms",First Owner,Petrol,81.86bhp,5,17.19 kmpl,Hatchback,Pune,86,
7582,2014 Volkswagen Polo GT TSI,₹ 5.40 Lakh,Jul 2014,1197 cc,Third Party insurance,Automatic,"64,500 Kms",First Owner,Petrol,103.6bhp,5,17.21 kmpl,Hatchback,Pune,60,
7583,2012 Hyundai i10 Sportz AT,₹ 3.49 Lakh,May 2012,1197 cc,Third Party insurance,Automatic,"59,000 Kms",First Owner,Petrol,78.9bhp,5,16.95 kmpl,Hatchback,Pune,90,
7584,2013 Honda Amaze S i-Dtech,₹ 4.35 Lakh,May 2013,1498 cc,Third Party insurance,Manual,"79,000 Kms",First Owner,Diesel,98.6bhp,5,25.8 kmpl,Sedan,Pune,60,
7585,2019 Honda WR-V i-VTEC S,₹ 7.75 Lakh,May 2019,1199 cc,Third Party insurance,Manual,"15,000 Kms",First Owner,Petrol,88.7bhp,5,17.5 kmpl,SUV,Pune,70,
7586,2010 Maruti Wagon R LXI Opt,₹ 2.19 Lakh,Jan 2010,998 cc,Comprehensive,Manual,"76,000 Kms",Second Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Pune,5,
7587,2013 Maruti Wagon R CNG LXI BSIV,₹ 3.99 Lakh,May 2013,998 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,CNG,67.04bhp,5,33.54 kmpl,Hatchback,Pune,4,
7588,2021 Hyundai Alcazar Signature (O) Diesel AT,₹ 20.80 Lakh,May 2021,1493 cc,Comprehensive,Automatic,"21,000 Kms",First Owner,Diesel,113.98bhp,6,18.1 kmpl,SUV,Pune,98,
7589,2021 Hyundai Alcazar Platinum AT,₹ 18.50 Lakh,May 2021,1999 cc,Comprehensive,Automatic,"18,000 Kms",First Owner,Petrol,156.9bhp,6,14.2 kmpl,SUV,Pune,90,
7590,2015 Honda Mobilio S i-VTEC,₹ 5.35 Lakh,Dec 2015,1497 cc,Comprehensive,Manual,"56,000 Kms",Second Owner,Petrol,117.3bhp,7,17.3 kmpl,MUV,Pune,30,
7591,2015 Hyundai Xcent 1.2 Kappa S,₹ 4.40 Lakh,Apr 2015,1197 cc,Third Party insurance,Manual,"79,000 Kms",Second Owner,Petrol,82bhp,5,19.1 kmpl,Sedan,Pune,0,
7592,2015 Honda Brio S MT,₹ 3.35 Lakh,May 2015,1198 cc,Third Party insurance,Manual,"69,000 Kms",First Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Pune,80,
7593,2014 Skoda Superb Elegance 2.0 TDI CR AT,₹ 9.50 Lakh,Aug 2014,1968 cc,Comprehensive,Automatic,"85,000 Kms",First Owner,Diesel,138.03bhp,5,17.2 kmpl,Sedan,Pune,3,
7594,2010 Volkswagen Vento Petrol Highline AT,₹ 3.40 Lakh,Dec 2010,1598 cc,Third Party insurance,Automatic,"71,000 Kms",Second Owner,Petrol,103.6bhp,5,14.4 kmpl,Sedan,Pune,60,
7595,2012 Skoda Laura 1.9 TDI AT Ambiente,₹ 6.50 Lakh,Feb 2012,1896 cc,Comprehensive,Automatic,"56,142 Kms",First Owner,Diesel,105PS,5,17 kmpl,Sedan,Pune,0,
7596,2015 Toyota Innova 2.5 VX (Diesel) 7 Seater,₹ 13.50 Lakh,Feb 2016,2494 cc,Comprehensive,Manual,"92,282 Kms",Second Owner,Diesel,100.6bhp,7,12.99 kmpl,MUV,Pune,60,
7597,2021 Tata Altroz XZ Plus Diesel,₹ 8.95 Lakh,May 2021,1497 cc,Comprehensive,Manual,"19,000 Kms",First Owner,Diesel,88.77bhp,5,23.64 kmpl,Hatchback,Pune,77,
7598,2020 Honda Jazz ZX,₹ 9 Lakh,Feb 2021,1199 cc,Comprehensive,Manual,"11,965 Kms",First Owner,Petrol,88.50bhp,5,17.1 kmpl,Hatchback,Pune,50,
7599,2015 Maruti Swift VXI,₹ 4.90 Lakh,Jul 2015,1197 cc,Third Party insurance,Manual,"30,849 Kms",First Owner,Petrol,85.8bhp,5,18.6 kmpl,Hatchback,Pune,80,
7600,2017 Volkswagen Vento 1.5 TDI Highline AT,₹ 8.95 Lakh,Apr 2017,1498 cc,Comprehensive,Automatic,"43,440 Kms",First Owner,Diesel,103.2bhp,5,21.21 kmpl,Sedan,Pune,20,
7601,2011 Volkswagen Vento Petrol Highline,₹ 3.40 Lakh,May 2011,1598 cc,Third Party insurance,Manual,"63,000 Kms",Second Owner,Petrol,103.6bhp,5,15.04 kmpl,Sedan,Pune,60,
7602,2018 Volkswagen Polo GT TSI,₹ 7.75 Lakh,May 2018,1197 cc,Comprehensive,Automatic,"60,000 Kms",Second Owner,Petrol,103.5bhp,5,17.21 kmpl,Hatchback,Pune,50,
7603,2005 Maruti Zen LX,"₹ 90,000",Jan 2006,993 cc,Third Party,Manual,"1,15,000 Kms",First Owner,Petrol,60 PS,5,17.3 kmpl,Hatchback,Pune,0,
7604,2017 BMW 3 Series GT Luxury Line,₹ 26.50 Lakh,May 2017,1995 cc,Comprehensive,Automatic,"41,000 Kms",Second Owner,Diesel,188bhp,5,21.76 kmpl,Sedan,Pune,0,
7605,2016 BMW 3 Series GT Luxury Line,₹ 20.50 Lakh,May 2016,1995 cc,Comprehensive,Automatic,"82,000 Kms",First Owner,Diesel,188bhp,5,21.76 kmpl,Sedan,Pune,0,
7606,2018 Toyota Innova Crysta 2.8 ZX AT BSIV,₹ 20.95 Lakh,Sept 2018,2755 cc,Comprehensive,Automatic,"1,09,341 Kms",Third Owner,Diesel,171.5bhp,7,11.36 kmpl,MUV,Pune,50,
7607,2016 Skoda Rapid 1.6 MPI Elegance,₹ 4.55 Lakh,Dec 2016,1598 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Petrol,103.52bhp,5,15 kmpl,Sedan,Pune,52,
7608,2010 Maruti SX4 VXI,₹ 1.85 Lakh,Oct 2010,1586 cc,Third Party insurance,Manual,"39,000 Kms",First Owner,Petrol,103.3bhp,5,15.5 kmpl,Sedan,Pune,30,
7609,2020 Hyundai Venue SX Opt Diesel BSVI,₹ 11.50 Lakh,Mar 2020,1493 cc,Comprehensive,Manual,"44,000 Kms",First Owner,Diesel,113.45bhp,5,,SUV,Pune,45,
7610,2013 Tata Safari Storme VX,₹ 5.50 Lakh,May 2013,2179 cc,Third Party insurance,Manual,"1,37,000 Kms",First Owner,Diesel,138.1bhp,7,14 kmpl,SUV,Pune,10,
7611,2018 Mahindra XUV500 W7,₹ 10.25 Lakh,May 2018,2179 cc,Comprehensive,Manual,"71,000 Kms",First Owner,Diesel,152.87bhp,7,15.1 kmpl,SUV,Pune,87,
7612,2010 Maruti Ritz LXI,₹ 2.20 Lakh,May 2010,1197 cc,Comprehensive,Manual,"63,000 Kms",Second Owner,Petrol,85.80bhp,5,21.1 kmpl,Hatchback,Pune,80,
7613,2014 Maruti Ritz VXi,₹ 3.15 Lakh,May 2014,1197 cc,Third Party,Manual,"30,709 Kms",First Owner,Petrol,85.80bhp,5,18.5 kmpl,Hatchback,Pune,80,
7614,2016 BMW 5 Series 520d Luxury Line,₹ 25.50 Lakh,May 2016,1995 cc,Comprehensive,Automatic,"48,000 Kms",Second Owner,Diesel,190bhp,5,18.12 kmpl,Sedan,Pune,0,
7615,2018 BMW 5 Series 530i Sport Line,₹ 43.75 Lakh,May 2018,1998 cc,Comprehensive,Automatic,"35,500 Kms",First Owner,Petrol,252bhp,5,15.56 kmpl,Sedan,Pune,0,
7616,2015 BMW 7 Series 730Ld,₹ 31.50 Lakh,May 2015,2993 cc,Comprehensive,Automatic,"62,000 Kms",First Owner,Diesel,258bhp,5,16.46 kmpl,Sedan,Pune,0,
7617,2017 BMW 7 Series 730Ld Design Pure Excellence,₹ 64.50 Lakh,May 2017,2993 cc,Comprehensive,Automatic,"47,000 Kms",First Owner,Diesel,261.49bhp,5,16.77 kmpl,Sedan,Pune,49,
7618,2011 BMW 7 Series 740Li Sedan,₹ 14 Lakh,May 2011,2979 cc,Comprehensive,Automatic,"54,800 Kms",Second Owner,Petrol,321bhp,5,8.45 kmpl,Sedan,Pune,0,
7619,2019 BMW X1 sDrive20d Expedition,₹ 27.50 Lakh,May 2019,1995 cc,Comprehensive,Automatic,"55,000 Kms",First Owner,Diesel,188bhp,5,20.68 kmpl,SUV,Pune,0,
7620,2017 BMW X1 sDrive20d Expedition,₹ 24.75 Lakh,May 2017,1995 cc,Comprehensive,Automatic,"51,000 Kms",First Owner,Diesel,188bhp,5,20.68 kmpl,SUV,Pune,0,
7621,2016 BMW X1 sDrive 20d xLine,₹ 22.50 Lakh,May 2016,1995 cc,Comprehensive,Automatic,"57,000 Kms",Second Owner,Diesel,188bhp,5,20.68 kmpl,SUV,Pune,0,
7622,2015 BMW X5 xDrive 30d Design Pure Experience 5 Seater,₹ 31 Lakh,May 2015,2993 cc,Comprehensive,Automatic,"63,600 Kms",Second Owner,Diesel,258bhp,5,15.97 kmpl,SUV,Pune,0,
7623,2014 BMW X5 xDrive 30d Design Pure Experience 5 Seater,₹ 29.50 Lakh,May 2014,2993 cc,Comprehensive,Automatic,"81,600 Kms",Second Owner,Diesel,258bhp,5,15.97 kmpl,SUV,Pune,0,
7624,2018 Jaguar XF 2.0 Petrol Portfolio,₹ 28.50 Lakh,May 2018,1997 cc,Comprehensive,Automatic,"46,000 Kms",First Owner,Petrol,246.74bhp,5,10.8 kmpl,Sedan,Pune,74,
7625,2014 Volvo V40 Cross Country D3,₹ 12.75 Lakh,May 2014,1984 cc,Comprehensive,Automatic,"74,000 Kms",Second Owner,Diesel,150bhp,5,23.3 kmpl,Hatchback,Pune,0,
7626,2012 Porsche Cayenne S Hybrid,₹ 28.50 Lakh,May 2012,2995 cc,Comprehensive,Automatic,"81,000 Kms",Second Owner,Petrol,380bhp,5,13.2 kmpl,SUV,Pune,0,
7627,2016 Land Rover Discovery Sport TD4 HSE,₹ 24 Lakh,May 2016,1999 cc,Comprehensive,Automatic,"22,000 Kms",Third Owner,Diesel,147.5bhp,5,12.63 kmpl,SUV,Pune,50,
7628,2011 Jaguar XK R V8 Coupe,₹ 36 Lakh,May 2011,5000 cc,Comprehensive,Automatic,"25,000 Kms",Second Owner,Petrol,502.8bhp,4,6.7 kmpl,Jaguar,Pune,80,
7629,2016 Jaguar XJ 3.0L Portfolio,₹ 42 Lakh,May 2016,2993 cc,Comprehensive,Automatic,"59,600 Kms",Second Owner,Diesel,301.73bhp,5,14.47 kmpl,Sedan,Pune,73,
7630,2017 Mercedes-Benz GLC 300 4MATIC,₹ 37.50 Lakh,May 2017,1991 cc,Comprehensive,Automatic,"49,000 Kms",Second Owner,Petrol,245bhp,5,11.5 kmpl,SUV,Pune,0,
7631,2016 Mercedes-Benz GLC Progressive 220d,₹ 28.50 Lakh,May 2016,2143 cc,Comprehensive,Automatic,"49,700 Kms",Third Owner,Diesel,167.6bhp,5,17.9 kmpl,SUV,Pune,60,
7632,2019 Mercedes-Benz GLA Class 200 Sport,₹ 29.75 Lakh,May 2019,1991 cc,Comprehensive,Automatic,"20,500 Kms",First Owner,Petrol,183bhp,5,13.7 kmpl,SUV,Pune,0,
7633,2015 Tata Nano XTA,₹ 2.25 Lakh,Dec 2015,624 cc,Comprehensive,Automatic,"31,000 Kms",Second Owner,Petrol,37.48bhp,4,21.9 kmpl,Hatchback,Pune,48,
7634,2019 Mercedes-Benz GLA Class 200 Sport,₹ 27 Lakh,May 2019,1991 cc,Comprehensive,Automatic,"4,500 Kms",Second Owner,Petrol,183bhp,5,13.7 kmpl,SUV,Pune,0,
7635,2016 Mercedes-Benz GLA Class 200 d Sport,₹ 19.25 Lakh,May 2016,2143 cc,Comprehensive,Automatic,"64,000 Kms",Second Owner,Diesel,136bhp,5,17.9 kmpl,SUV,Pune,0,
7636,2015 Mercedes-Benz E-Class E250 CDI Avantgarde,₹ 19 Lakh,May 2015,2143 cc,Comprehensive,Automatic,"58,800 Kms",First Owner,Diesel,204bhp,5,13 kmpl,Sedan,Pune,0,
7637,2014 Mercedes-Benz E-Class E 200 CGI,₹ 16.25 Lakh,May 2014,1991 cc,Comprehensive,Automatic,"68,000 Kms",Second Owner,Petrol,184bhp,5,12 kmpl,Sedan,Pune,0,
7638,2021 Mercedes-Benz E-Class Exclusive E 220d BSVI,₹ 71 Lakh,May 2021,1950 cc,Comprehensive,Automatic,"32,500 Kms",First Owner,Diesel,191.76bhp,5,16.1 kmpl,Sedan,Pune,76,
7639,2018 Mercedes-Benz E-Class Expression E 220 d BSIV,₹ 41.80 Lakh,May 2018,1950 cc,Comprehensive,Automatic,"57,000 Kms",First Owner,Diesel,191.7bhp,5,16.1 kmpl,Sedan,Pune,70,
7640,2012 Mercedes-Benz E-Class E 200 CGI Avantgarde,₹ 10.50 Lakh,May 2012,1796 cc,Comprehensive,Automatic,"74,000 Kms",Second Owner,Petrol,185bhp,5,12.3 kmpl,Sedan,Pune,0,
7641,2018 Mercedes-Benz CLA 200 CGI Sport,₹ 24.75 Lakh,May 2018,1991 cc,Comprehensive,Automatic,"27,600 Kms",Second Owner,Petrol,183bhp,5,15.04 kmpl,Sedan,Pune,0,
7642,2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,₹ 26.50 Lakh,May 2017,2143 cc,Comprehensive,Automatic,"63,000 Kms",First Owner,Diesel,170bhp,5,19.27 kmpl,Sedan,Pune,0,
7643,2018 Mercedes-Benz CLA 200 CDI Sport,₹ 25 Lakh,May 2018,2143 cc,Comprehensive,Automatic,"13,500 Kms",First Owner,Diesel,136bhp,5,17.9 kmpl,Sedan,Pune,0,
7644,2016 Mercedes-Benz C-Class C 200 AVANTGARDE,₹ 22.50 Lakh,May 2016,1991 cc,Comprehensive,Automatic,"31,000 Kms",First Owner,Petrol,181.04bhp,5,14.74 kmpl,Sedan,Pune,4,
7645,2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,₹ 26.50 Lakh,May 2017,2143 cc,Comprehensive,Automatic,"70,400 Kms",First Owner,Diesel,170bhp,5,19.27 kmpl,Sedan,Pune,0,
7646,2014 Mercedes-Benz B Class B180 Sport,₹ 11 Lakh,May 2014,1595 cc,Comprehensive,Automatic,"60,000 Kms",Second Owner,Petrol,120.69bhp,5,14.8 kmpl,Hatchback,Pune,69,
7647,2015 Mercedes-Benz A Class A200 CDI,₹ 10.50 Lakh,May 2015,2143 cc,Comprehensive,Automatic,"47,600 Kms",Third Owner,Diesel,107.3bhp,5,20 kmpl,Hatchback,Pune,30,
7648,2016 Mercedes-Benz GLE 250d,₹ 36.50 Lakh,May 2016,2143 cc,Comprehensive,Automatic,"72,500 Kms",First Owner,Diesel,201.15bhp,5,17.9 kmpl,SUV,Pune,15,
7649,2015 Mercedes-Benz C-Class C 200 AVANTGARDE,₹ 21.80 Lakh,Feb 2015,1991 cc,Comprehensive,Automatic,"44,500 Kms",Second Owner,Petrol,181.04bhp,5,14.74 kmpl,Sedan,Pune,4,
7650,2014 Fiat Linea Classic 1.3 Multijet,₹ 2.35 Lakh,May 2014,1248 cc,Third Party insurance,Manual,"74,000 Kms",Second Owner,Diesel,75bhp,5,19.5 kmpl,Sedan,Pune,0,
7651,2015 Hyundai EON Era Plus,₹ 2.45 Lakh,May 2015,814 cc,Third Party insurance,Manual,"38,000 Kms",First Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Pune,20,
7652,2016 Mercedes-Benz S-Class S 350 CDI,₹ 42.50 Lakh,Apr 2016,2987 cc,Comprehensive,Automatic,"30,500 Kms",Second Owner,Diesel,254.79bhp,5,13.5 kmpl,Sedan,Pune,79,
7653,2010 Mercedes-Benz S-Class 320 CDI L,₹ 13.50 Lakh,May 2010,2987 cc,Comprehensive,Automatic,"29,000 Kms",First Owner,Diesel,210,5,13 kmpl,Sedan,Pune,210,
7654,2015 Mercedes-Benz S-Class S 350 CDI,₹ 35.50 Lakh,Mar 2015,2987 cc,Comprehensive,Automatic,"1,13,000 Kms",Third Owner,Diesel,254.79bhp,5,13.5 kmpl,Sedan,Pune,79,
7655,2018 Honda Amaze S Diesel,₹ 6.50 Lakh,May 2018,1498 cc,Third Party insurance,Manual,"63,000 Kms",First Owner,Diesel,97.89bhp,5,24.7 kmpl,Sedan,Pune,89,
7656,2022 Volkswagen Taigun 1.0 TSI Highline AT BSVI,₹ 18.50 Lakh,,999 cc,Third Party insurance,Automatic,"11,500 Kms",,Petrol,113.98bhp,5,18.41 kmpl,SUV,Pune,98,
7657,2022 Volkswagen Taigun 1.5 TSI GT Plus BSVI,₹ 20 Lakh,,1498 cc,Third Party insurance,Manual,"8,500 Kms",,Petrol,147.51bhp,5,17.88 kmpl,SUV,Pune,51,
7658,2016 Volkswagen Vento 1.5 TDI Highline AT,₹ 7.75 Lakh,Oct 2016,1498 cc,Comprehensive,Automatic,"73,000 Kms",First Owner,Diesel,108.6bhp,5,22.15 kmpl,Sedan,Pune,60,
7659,2018 Toyota Etios Liva 1.4 VXD Dual Tone,₹ 6.75 Lakh,May 2018,1364 cc,Third Party insurance,Manual,"81,000 Kms",First Owner,Diesel,67.04bhp,5,23.59 kmpl,Hatchback,Pune,4,
7660,2014 Honda Amaze S i-Dtech,₹ 4.90 Lakh,Oct 2014,1498 cc,Third Party insurance,Manual,"82,000 Kms",First Owner,Diesel,98.6bhp,5,25.8 kmpl,Sedan,Pune,60,
7661,2019 Maruti Celerio VXI CNG BSIV,₹ 5.35 Lakh,Jun 2019,998 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,CNG,58.33bhp,5,31.79 kmpl,Hatchback,Pune,33,
7662,2016 Tata Tigor 1.05 Revotorq XZ Option,₹ 5.99 Lakh,Jun 2017,1047 cc,Third Party insurance,Manual,"96,000 Kms",First Owner,Diesel,69bhp,5,24.7 kmpl,Sedan,Pune,0,
7663,2019 Ford Ecosport 1.5 Petrol Titanium AT,₹ 8.80 Lakh,Apr 2019,1496 cc,Comprehensive,Automatic,"38,000 Kms",First Owner,Petrol,120.69bhp,5,14.7 kmpl,SUV,Pune,69,
7664,2013 Volkswagen Vento 1.5 TDI Highline,₹ 3.50 Lakh,Dec 2013,1498 cc,Comprehensive,Manual,"74,000 Kms",First Owner,Diesel,103.2bhp,5,20.34 kmpl,Sedan,Pune,20,
7665,2011 Hyundai i10 Era,₹ 1.85 Lakh,Oct 2011,1086 cc,Third Party,Manual,"35,000 Kms",First Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Pune,5,
7666,2010 Nissan Micra XL,₹ 1.99 Lakh,Dec 2011,1198 cc,Comprehensive,Manual,"55,000 Kms",First Owner,Petrol,75bhp,5,18.44 kmpl,Hatchback,Pune,0,
7667,2011 Ford Figo Petrol ZXI,₹ 1.65 Lakh,Nov 2011,1196 cc,Comprehensive,Manual,"52,000 Kms",First Owner,Petrol,70bhp,5,15.6 kmpl,Hatchback,Pune,0,
7668,2021 Toyota Urban cruiser Premium AT,₹ 9.80 Lakh,Apr 2021,1462 cc,Comprehensive,Automatic,"17,000 Kms",First Owner,Petrol,103.26bhp,5,18.76 kmpl,SUV,Pune,26,
7669,2018 Ford Figo 1.5 Sports Edition MT,₹ 6 Lakh,Mar 2018,1498 cc,Comprehensive,Manual,"84,180 Kms",First Owner,Diesel,99bhp,5,24.29 kmpl,Hatchback,Pune,0,
7670,2014 Mercedes-Benz E-Class E250 CDI Avantgarde,₹ 18.90 Lakh,Jul 2014,2143 cc,Comprehensive,Automatic,"56,972 Kms",First Owner,Diesel,204bhp,5,13 kmpl,Sedan,Pune,0,
7671,2015 Mercedes-Benz M-Class ML 350 CDI,₹ 26.95 Lakh,Oct 2015,2987 cc,Third Party insurance,Automatic,"1,05,641 Kms",Second Owner,Diesel,254.8bhp,5,11.74 kmpl,SUV,Pune,80,
7672,2011 Maruti Swift Dzire ZXI BSVI,₹ 3.15 Lakh,Apr 2011,1197 cc,Comprehensive,Manual,"80,000 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Pune,50,
7673,2014 Honda City i VTEC CVT SV,₹ 5.65 Lakh,Apr 2014,1497 cc,Comprehensive,Automatic,"80,000 Kms",First Owner,Petrol,117.3bhp,5,18 kmpl,Sedan,Pune,30,
7674,2011 Maruti Ritz ZXi,₹ 2.74 Lakh,Apr 2011,1197 cc,Comprehensive,Manual,"35,000 Kms",First Owner,Petrol,85.80bhp,5,18.5 kmpl,Hatchback,Pune,80,
7675,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,₹ 7.85 Lakh,Apr 2018,1248 cc,Third Party insurance,Manual,"77,000 Kms",First Owner,Diesel,88.5bhp,5,25.1 kmpl,SUV,Pune,50,
7676,2011 Maruti Swift Dzire VXI,₹ 3.10 Lakh,Apr 2011,1197 cc,Comprehensive,Manual,"90,000 Kms",Second Owner,Petrol,85.8bhp,5,19.1 kmpl,Sedan,Pune,80,
7677,2019 Volkswagen Tiguan 2.0 TDI Highline,₹ 23.50 Lakh,Oct 2019,1968 cc,Comprehensive,Automatic,"71,100 Kms",First Owner,Diesel,141bhp,5,16.65 kmpl,SUV,Pune,0,
7678,2010 Maruti SX4 VXI,₹ 2.50 Lakh,Aug 2010,1586 cc,Comprehensive,Manual,"40,000 Kms",First Owner,Petrol,103.3bhp,5,15.5 kmpl,Sedan,Pune,30,
7679,2014 Nissan Micra XV CVT,₹ 3.50 Lakh,Jul 2014,1198 cc,Comprehensive,Automatic,"40,000 Kms",First Owner,Petrol,76bhp,5,19.34 kmpl,Hatchback,Pune,0,
7680,2015 Mahindra XUV500 W8 2WD,₹ 7.25 Lakh,Jun 2015,2179 cc,Comprehensive,Manual,"92,000 Kms",First Owner,Diesel,140bhp,7,16 kmpl,SUV,Pune,0,
7681,2011 Skoda Superb Elegance 2.0 TDI CR AT,₹ 4.80 Lakh,Oct 2011,1968 cc,Comprehensive,Automatic,"63,000 Kms",Second Owner,Diesel,138.1bhp,5,17.2 kmpl,Sedan,Pune,10,
7682,2010 Honda New Accord 2.4 Elegance A/T,₹ 3 Lakh,Aug 2010,2354 cc,Comprehensive,Automatic,"92,000 Kms",First Owner,Petrol,180,5,10.2 kmpl,Sedan,Pune,180,
7683,2013 Toyota Etios VX,₹ 3.70 Lakh,Apr 2013,1496 cc,Third Party insurance,Manual,"74,000 Kms",Second Owner,Petrol,88.73bhp,5,16.78 kmpl,Sedan,Pune,73,
7684,2015 Tata Zest Revotron 1.2T XMS,₹ 3.50 Lakh,Apr 2015,1193 cc,Third Party insurance,Manual,"87,000 Kms",First Owner,Petrol,88.7bhp,5,17.57 kmpl,Sedan,Pune,70,
7685,2015 Maruti Wagon R LXI CNG,₹ 3.60 Lakh,Aug 2015,998 cc,Comprehensive,Manual,"55,496 Kms",First Owner,CNG,58.2bhp,5,26.2 kmpl,Hatchback,Pune,20,
